layer_id,value_text,occurrences,layer_has_ontology
"COMPOSITION","Instrument centered, face angled to the right","1","false"
"COMPOSITION","Instrument centered, hands framing edges","1","false"
"COMPOSITION","Instrument enters frame from upper right toward center subject","1","false"
"COMPOSITION","Instrument enters from upper right toward centered skin area","1","false"
"COMPOSITION","Instrument tip centered against facial skin","1","false"
"COMPOSITION","Instrument tip centered against skin, hand upper right","1","false"
"COMPOSITION","Instrument tip centered with hands framing top and sides","1","false"
"COMPOSITION","Laser point centered with hand in foreground","1","false"
"COMPOSITION","Left-facing profile framed from shoulders upward","1","false"
"COMPOSITION","Monitor centered vertically in frame","1","false"
"COMPOSITION","Monitor centered vertically in frame, screen dominates the composition","1","false"
"COMPOSITION","Neck and hands centered, filling most of frame","1","false"
"COMPOSITION","Neck centered beneath cropped face","1","false"
"COMPOSITION","Neck centered beneath cropped lower face","1","false"
"COMPOSITION","Neck/jaw fills frame","1","false"
"COMPOSITION","Off-center close-up portrait composition","1","false"
"COMPOSITION","Off-center close-up portrait framing","1","false"
"COMPOSITION","Off-center close-up portrait, subject facing left","1","false"
"COMPOSITION","Off-center framing dominated by chin and instrument","1","false"
"COMPOSITION","Off-center portrait composition, subject facing left","1","false"
"COMPOSITION","Off-center tight framing on nose and cheek","1","false"
"COMPOSITION","Operator above, recipient diagonally reclined","1","false"
"COMPOSITION","Operator and device dominate upper frame","1","false"
"COMPOSITION","Over-the-shoulder composition centered on illuminated work area","1","false"
"COMPOSITION","Over-the-shoulder framing","1","false"
"COMPOSITION","Overhead close framing centered on hair and arm","1","false"
"COMPOSITION","Panel centered with silver knob as focal point","1","false"
"COMPOSITION","Patient and clinician centered in frame","1","false"
"COMPOSITION","Patient and clinician centered in lower half of frame, clock and AC unit upper background","1","false"
"COMPOSITION","Patient and clinician fill frame diagonally","1","false"
"COMPOSITION","Patient and practitioner centered, assistant partially visible at top","1","false"
"COMPOSITION","Patient and practitioner centered, tray in background right","1","false"
"COMPOSITION","Patient and staff fill frame diagonally","1","false"
"COMPOSITION","Patient and staff fill frame diagonally, background visible upper left","1","false"
"COMPOSITION","Patient centered below, practitioner leaning from above","1","false"
"COMPOSITION","Patient centered diagonally in frame","1","false"
"COMPOSITION","Patient centered horizontally, clinician in lower right","1","false"
"COMPOSITION","Patient centered horizontally, devices entering from top and side","1","false"
"COMPOSITION","Patient centered horizontally, practitioner leaning in from above","1","false"
"COMPOSITION","Patient centered horizontally, practitioner occupying upper frame","1","false"
"COMPOSITION","Patient centered in frame, clinician and device fill upper portion","1","false"
"COMPOSITION","Patient centered low, clinician framed above","1","false"
"COMPOSITION","Patient centered lower frame, clinician above","1","false"
"COMPOSITION","Patient centered lower frame, clinician leaning over from above","1","false"
"COMPOSITION","Patient centered lower frame, clinician upper frame, device and cable diagonal across image","1","false"
"COMPOSITION","Patient centered lower frame, clinician upper frame, device and hands mid-frame","1","false"
"COMPOSITION","Patient centered lower frame, practitioner upper left leaning in","1","false"
"COMPOSITION","Patient centered lower frame, practitioner upper left, device diagonal across frame","1","false"
"COMPOSITION","Patient centered lower frame, provider upper frame","1","false"
"COMPOSITION","Patient centered lower frame, staff upper frame","1","false"
"COMPOSITION","Patient centered with clinician above, tools framing image","1","false"
"COMPOSITION","Patient centered with clinicians on either side","1","false"
"COMPOSITION","Patient centered with practitioner leaning in from above","1","false"
"COMPOSITION","Patient centered with practitioners' hands framing the shot","1","false"
"COMPOSITION","Patient centered, clinician and device upper frame","1","false"
"COMPOSITION","Patient centered, clinician and machine in background","1","false"
"COMPOSITION","Patient centered, clinician framing top of shot","1","false"
"COMPOSITION","Patient centered, clinician positioned upper left, device diagonal from top right","1","false"
"COMPOSITION","Patient centered, clinician upper frame","1","false"
"COMPOSITION","Patient centered, clinician's arm and device entering frame from top","1","false"
"COMPOSITION","Patient centered, clinician's arms framing top of shot","1","false"
"COMPOSITION","Patient centered, clinician's hand upper frame","1","false"
"COMPOSITION","Patient centered, clinician's hands and device framing top of shot","1","false"
"COMPOSITION","Patient centered, device and cables in background","1","false"
"COMPOSITION","Patient centered, device and clinician's hand as focal point","1","false"
"COMPOSITION","Patient centered, devices and hands frame the shot","1","false"
"COMPOSITION","Patient centered, practitioner framing from above","1","false"
"COMPOSITION","Patient centered, practitioner framing top","1","false"
"COMPOSITION","Patient centered, practitioner upper frame","1","false"
"COMPOSITION","Patient centered, practitioner upper-left","1","false"
"COMPOSITION","Patient centered, staff flanking on both sides","1","false"
"COMPOSITION","Patient centered, staff framed at edges","1","false"
"COMPOSITION","Patient centered, staff framing the sides","1","false"
"COMPOSITION","Patient centered, staff hands and instruments framing the face","1","false"
"COMPOSITION","Patient diagonal across frame, clinician above","1","false"
"COMPOSITION","Patient diagonal in frame with clinician centered above","1","false"
"COMPOSITION","Patient diagonal in lower frame, practitioner upper left","1","false"
"COMPOSITION","Patient face and towel fill lower frame, clinician upper frame","1","false"
"COMPOSITION","Patient face centered in frame","1","false"
"COMPOSITION","Patient face centered with caregiver hands in foreground","1","false"
"COMPOSITION","Patient face centered, clinician hands framing top of shot","1","false"
"COMPOSITION","Patient face centered, clinician leaning over from above","1","false"
"COMPOSITION","Patient face centered, device in background","1","false"
"COMPOSITION","Patient face centered, diagonal framing","1","false"
"COMPOSITION","Patient face centered/dominant, device and staff in background","1","false"
"COMPOSITION","Patient face fills lower frame, device and clinician's hands fill upper frame","1","false"
"COMPOSITION","Patient face in foreground, clinician upper body behind","1","false"
"COMPOSITION","Patient fills foreground, clinician's arm upper right","1","false"
"COMPOSITION","Patient fills lower frame, attendant fills upper frame","1","false"
"COMPOSITION","Patient fills upper frame, clinician's head and hands in lower frame","1","false"
"COMPOSITION","Patient foreground low, clinician upper background","1","false"
"COMPOSITION","Patient foreground reclined, clinician upper frame","1","false"
"COMPOSITION","Patient head centered low, staff filling upper frame","1","false"
"COMPOSITION","Patient horizontal in foreground, clinician leaning over from top","1","false"
"COMPOSITION","Patient horizontal in foreground, staff member vertical in background","1","false"
"COMPOSITION","Patient horizontal in frame, clinician and device above","1","false"
"COMPOSITION","Patient horizontal in lower frame, clinician's arms and device upper frame","1","false"
"COMPOSITION","Patient horizontal in lower frame, staff member centered leaning in, bystander's arm and phone at top","1","false"
"COMPOSITION","Patient in foreground lower frame, clinician and equipment upper frame","1","false"
"COMPOSITION","Patient in foreground lower half, practitioner upper half of frame","1","false"
"COMPOSITION","Patient in foreground reclined, clinician centered above","1","false"
"COMPOSITION","Patient in foreground reclined, staff upright behind","1","false"
"COMPOSITION","Patient in foreground reclining, clinician centered above","1","false"
"COMPOSITION","Patient in foreground, attendant centered above","1","false"
"COMPOSITION","Patient in foreground, clinician centered above","1","false"
"COMPOSITION","Patient in foreground, clinician upper frame","1","false"
"COMPOSITION","Patient in foreground, practitioner standing behind","1","false"
"COMPOSITION","Patient in lower foreground, practitioner upper background, centered composition","1","false"
"COMPOSITION","Patient in lower foreground, staff member upper background","1","false"
"COMPOSITION","Patient in lower frame, attendant leaning from upper right","1","false"
"COMPOSITION","Patient in lower frame, clinician upper frame, centered subjects","1","false"
"COMPOSITION","Patient in lower frame, staff member upper right performing action","1","false"
"COMPOSITION","Patient lower frame, clinician upper frame","1","false"
"COMPOSITION","Patient lower frame, clinician upper frame, device diagonal","1","false"
"COMPOSITION","Patient lower frame, practitioner upper frame leaning in","1","false"
"COMPOSITION","Patient lower frame, staff upper frame, tray to the side","1","false"
"COMPOSITION","Patient lower-left, attendant and device right side","1","false"
"COMPOSITION","Patient lower-left, clinician right","1","false"
"COMPOSITION","Patient lower-left, clinician right, device center","1","false"
"COMPOSITION","Patient lower-left, practitioner upper-right","1","false"
"COMPOSITION","Patient lower-left, practitioner upper-right, device centered","1","false"
"COMPOSITION","Patient positioned lower in frame, clinician upright above","1","false"
"COMPOSITION","Patient reclined diagonally, clinician leaning in from above","1","false"
"COMPOSITION","Patient reclined in foreground, clinician leaning from above","1","false"
"COMPOSITION","Patient reclined in foreground, clinician upright leaning in from right","1","false"
"COMPOSITION","Patient reclined in lower frame, practitioner leaning over from above","1","false"
"COMPOSITION","Patient reclined lower foreground, worker upper frame leaning down","1","false"
"COMPOSITION","Patient reclined lower frame, clinician leaning in above","1","false"
"COMPOSITION","Patient reclined lower frame, clinician upper frame","1","false"
"COMPOSITION","Patient reclined lower-left, clinician upper-right of frame","1","false"
"COMPOSITION","Patient reclined, clinician leaning in from above","1","false"
"COMPOSITION","Patient's arm and clinician's hands centered in frame","1","false"
"COMPOSITION","Patient's face and upper torso fill most of the frame, centered diagonally","1","false"
"COMPOSITION","Patient's face centered and fills most of frame","1","false"
"COMPOSITION","Patient's face centered low in frame, practitioner's hands and equipment dominate upper frame","1","false"
"COMPOSITION","Patient's face centered low, staff member's hands and device dominate upper frame","1","false"
"COMPOSITION","Patient's face centered lower frame, clinician and machine upper frame","1","false"
"COMPOSITION","Patient's face centered lower frame, clinician positioned above","1","false"
"COMPOSITION","Patient's face centered lower frame, clinician upper frame","1","false"
"COMPOSITION","Patient's face centered with hands and tools framing it","1","false"
"COMPOSITION","Patient's face centered with practitioner's hands and instrument in foreground","1","false"
"COMPOSITION","Patient's face centered, clinician partially in frame above","1","false"
"COMPOSITION","Patient's face centered, clinician's arms and device entering from top and side","1","false"
"COMPOSITION","Patient's face centered, clinician's arms framing from above","1","false"
"COMPOSITION","Patient's face centered, clinician's hand in foreground","1","false"
"COMPOSITION","Patient's face centered, device and hands occupy upper frame","1","false"
"COMPOSITION","Patient's face centered, filling most of frame","1","false"
"COMPOSITION","Patient's face centered, gloved hands in foreground","1","false"
"COMPOSITION","Patient's face centered, hands and cable framing the shot","1","false"
"COMPOSITION","Patient's face centered, practitioner's hands framing from sides","1","false"
"COMPOSITION","Patient's face centered, staff hands entering from top of frame","1","false"
"COMPOSITION","Patient's face diagonal in frame, hands in foreground","1","false"
"COMPOSITION","Patient's face fills frame diagonally with hands/device in center","1","false"
"COMPOSITION","Patient's face fills lower frame, device and clinician's arm upper frame","1","false"
"COMPOSITION","Patient's face fills lower frame, staff arm and syringe upper right","1","false"
"COMPOSITION","Patient's face fills lower-left portion, hands and device dominate right side","1","false"
"COMPOSITION","Patient's face fills majority of frame, device and clinician's arm in upper right","1","false"
"COMPOSITION","Patient's face fills most of frame with instruments in foreground","1","false"
"COMPOSITION","Patient's face in foreground, clinician above filling upper frame","1","false"
"COMPOSITION","Patient's head and operator's arm dominate frame","1","false"
"COMPOSITION","Patient's head centered low-frame, two clinicians flanking above","1","false"
"COMPOSITION","Patient's head centered low, clinician's face and hands upper right","1","false"
"COMPOSITION","Patient's head centered, staff hands framing top of frame","1","false"
"COMPOSITION","Patient's head in lower-center foreground, two clinicians filling upper frame","1","false"
"COMPOSITION","Patient's head lower-left, clinician upper-right","1","false"
"COMPOSITION","People concentrated in the lower half","1","false"
"COMPOSITION","Person centered, practitioner's hands and device fill foreground","1","false"
"COMPOSITION","Person left-of-frame, device filling right side","1","false"
"COMPOSITION","Person positioned right-of-frame with counter and equipment in background","1","false"
"COMPOSITION","Portrait-oriented, tightly framed composition","1","false"
"COMPOSITION","Practitioner above client in centered composition","1","false"
"COMPOSITION","Practitioner above reclined person in layered diagonal composition","1","false"
"COMPOSITION","Practitioner above reclining client","1","false"
"COMPOSITION","Practitioner above reclining face","1","false"
"COMPOSITION","Practitioner above reclining patient, centered","1","false"
"COMPOSITION","Practitioner above reclining subject","1","false"
"COMPOSITION","Practitioner above reclining subject in a tight frame","1","false"
"COMPOSITION","Practitioner above reclining subject in layered foreground","1","false"
"COMPOSITION","Practitioner above, client reclined diagonally below","1","false"
"COMPOSITION","Practitioner above, recipient foreground","1","false"
"COMPOSITION","Practitioner above, reclining person below","1","false"
"COMPOSITION","Practitioner and arm dominate upper frame","1","false"
"COMPOSITION","Practitioner and client centered, client in lower foreground","1","false"
"COMPOSITION","Practitioner and client centered, client in lower frame","1","false"
"COMPOSITION","Practitioner and client fill frame, tight close-up composition","1","false"
"COMPOSITION","Practitioner and client framed together, client in foreground","1","false"
"COMPOSITION","Practitioner and device centered above the reclining client's face","1","false"
"COMPOSITION","Practitioner and device dominate lower right, patient reclining diagonally","1","false"
"COMPOSITION","Practitioner and device dominate the upper frame","1","false"
"COMPOSITION","Practitioner and device fill upper frame, patient reclined below","1","false"
"COMPOSITION","Practitioner and equipment dominate frame","1","false"
"COMPOSITION","Practitioner and patient centered, equipment in background","1","false"
"COMPOSITION","Practitioner and patient centered, equipment tray in background","1","false"
"COMPOSITION","Practitioner and patient centered, patient reclined diagonally","1","false"
"COMPOSITION","Practitioner and patient fill frame","1","false"
"COMPOSITION","Practitioner and patient framed diagonally","1","false"
"COMPOSITION","Practitioner centered above patient who occupies lower portion of frame","1","false"
"COMPOSITION","Practitioner centered above reclined patient in foreground","1","false"
"COMPOSITION","Practitioner centered above reclining client filling lower frame","1","false"
"COMPOSITION","Practitioner centered above reclining patient filling lower frame","1","false"
"COMPOSITION","Practitioner centered above reclining patient, device and cable prominent","1","false"
"COMPOSITION","Practitioner centered in frame with patient partially visible at bottom edge","1","false"
"COMPOSITION","Practitioner centered over reclined patient","1","false"
"COMPOSITION","Practitioner centered over reclining patient","1","false"
"COMPOSITION","Practitioner centered upper frame, client reclined lower frame","1","false"
"COMPOSITION","Practitioner centered upper frame, patient lower frame","1","false"
"COMPOSITION","Practitioner centered upper frame, patient reclined lower frame","1","false"
"COMPOSITION","Practitioner dominant in upper frame, patient below","1","false"
"COMPOSITION","Practitioner fills foreground, patient's head lower right","1","false"
"COMPOSITION","Practitioner fills left/center frame, patient reclined right/bottom","1","false"
"COMPOSITION","Practitioner fills right/center frame, patient lower-left","1","false"
"COMPOSITION","Practitioner framed above reclined patient","1","false"
"COMPOSITION","Practitioner framed over reclined client","1","false"
"COMPOSITION","Practitioner in foreground left, patient reclined diagonally across frame","1","false"
"COMPOSITION","Practitioner in upper frame, patient reclining in lower frame","1","false"
"COMPOSITION","Practitioner leaning over reclined client, centered composition","1","false"
"COMPOSITION","Practitioner positioned above and behind client","1","false"
"COMPOSITION","Practitioner positioned above and behind reclined client","1","false"
"COMPOSITION","Practitioner positioned above and behind seated client","1","false"
"COMPOSITION","Practitioner positioned above and behind seated patient, centered composition","1","false"
"COMPOSITION","Practitioner positioned above reclined client, off-center framing","1","false"
"COMPOSITION","Practitioner positioned above reclined patient, centered composition","1","false"
"COMPOSITION","Practitioner positioned above reclined patient, centered in frame","1","false"
"COMPOSITION","Practitioner positioned above reclined patient, centered subjects","1","false"
"COMPOSITION","Practitioner positioned above reclining patient, centered subject","1","false"
"COMPOSITION","Practitioner positioned above reclining patient, device central","1","false"
"COMPOSITION","Practitioner positioned above reclining patient, device central focus","1","false"
"COMPOSITION","Practitioner positioned above seated client, centered composition","1","false"
"COMPOSITION","Practitioner positioned above, patient reclined below filling lower half of frame","1","false"
"COMPOSITION","Practitioner positioned above, patient reclining below, handpiece cable arching between them","1","false"
"COMPOSITION","Practitioner positioned upper frame leaning over patient occupying lower/center frame","1","false"
"COMPOSITION","Practitioner positioned upper-left, patient reclined lower-right, device connecting them centrally","1","false"
"COMPOSITION","Practitioner positioned upper-left, patient's face lower-right of frame","1","false"
"COMPOSITION","Practitioner positioned upright above reclining client, hands centered in frame","1","false"
"COMPOSITION","Practitioner upper frame, client lower frame","1","false"
"COMPOSITION","Practitioner upper frame, patient lower frame, centered on face","1","false"
"COMPOSITION","Practitioner upper frame, patient lower frame, centered subject","1","false"
"COMPOSITION","Practitioner upper frame, patient lower frame, centered subjects","1","false"
"COMPOSITION","Practitioner upper frame, patient lower frame, device central","1","false"
"COMPOSITION","Practitioner upper frame, patient lower frame, device diagonal","1","false"
"COMPOSITION","Practitioner upper frame, patient lower, device vertical center","1","false"
"COMPOSITION","Practitioner upper frame, patient reclined lower frame","1","false"
"COMPOSITION","Practitioner upper frame, woman lower frame, patterned backdrop","1","false"
"COMPOSITION","Practitioner upper right, patient lower left, diagonal composition","1","false"
"COMPOSITION","Practitioner upper-left, client lower-right, portrait framing","1","false"
"COMPOSITION","Practitioner upper-left, patient lower-right","1","false"
"COMPOSITION","Practitioner upper-left, patient reclined diagonally across frame","1","false"
"COMPOSITION","Practitioner's head and hands dominate upper/right frame, subject's face lower/left","1","false"
"COMPOSITION","Provider above, reclining subject below","1","false"
"COMPOSITION","Provider and device fill upper frame, patient reclines across lower frame","1","false"
"COMPOSITION","Provider and patient fill foreground, device console in background","1","false"
"COMPOSITION","Provider fills upper frame, patient reclined below","1","false"
"COMPOSITION","Provider fills upper frame, patient reclined diagonally below","1","false"
"COMPOSITION","Provider upper frame, patient lower frame, tool centered","1","false"
"COMPOSITION","Provider upper-left, patient lower-right","1","false"
"COMPOSITION","Recipient fills lower frame; operator occupies upper right","1","false"
"COMPOSITION","Recipient foreground, practitioner above","1","false"
"COMPOSITION","Recipient foregrounded beneath practitioner and device","1","false"
"COMPOSITION","Recipient’s face foregrounded beneath worker","1","false"
"COMPOSITION","Reclined face centered lower frame, operator and device upper frame","1","false"
"COMPOSITION","Reclined face foregrounded beneath gloved hand","1","false"
"COMPOSITION","Reclined face foregrounded beneath practitioner and device","1","false"
"COMPOSITION","Reclined man centered, attendant upper-left, device overhead","1","false"
"COMPOSITION","Reclined person fills lower left, staff member center-right, phone arm upper right","1","false"
"COMPOSITION","Reclined person's head centered lower frame, practitioner's face and hands upper frame","1","false"
"COMPOSITION","Reclining client foregrounded below worker","1","false"
"COMPOSITION","Reclining face centered with operator and device above","1","false"
"COMPOSITION","Reclining face foregrounded with worker above","1","false"
"COMPOSITION","Reclining person occupies lower/left frame, standing worker fills upper/right frame","1","false"
"COMPOSITION","Reclining subject foregrounded","1","false"
"COMPOSITION","Reclining subject in lower frame, practitioner upper frame","1","false"
"COMPOSITION","Reclining subject lower-left, standing subject upper-right","1","false"
"COMPOSITION","Right-facing side profile portrait against plain backdrop","1","false"
"COMPOSITION","Scalp and gloved hand centered in frame","1","false"
"COMPOSITION","Scalp centered and dominant in frame with hands entering from sides","1","false"
"COMPOSITION","Scalp centered and dominant in portrait frame","1","false"
"COMPOSITION","Scalp centered and filling most of the frame","1","false"
"COMPOSITION","Scalp centered and fills most of frame","1","false"
"COMPOSITION","Scalp centered in frame, hands at lower edges","1","false"
"COMPOSITION","Scalp centered in lower frame, clinician in upper background","1","false"
"COMPOSITION","Scalp centered in portrait frame","1","false"
"COMPOSITION","Scalp centered low-frame, clinician's hands and face upper right","1","false"
"COMPOSITION","Scalp centered prominently in frame","1","false"
"COMPOSITION","Scalp centered symmetrically","1","false"
"COMPOSITION","Scalp centered under two focused light spots","1","false"
"COMPOSITION","Scalp centered with instrument and bottle in frame","1","false"
"COMPOSITION","Scalp centered with two bright circular focal points","1","false"
"COMPOSITION","Scalp centered with two bright highlight points","1","false"
"COMPOSITION","Scalp centered, clinician framed above","1","false"
"COMPOSITION","Scalp centered, hands framing from multiple sides","1","false"
"COMPOSITION","Scalp centered, hands framing lower portion","1","false"
"COMPOSITION","Scalp centered, instrument entering frame from right","1","false"
"COMPOSITION","Scalp centered, observer framed above","1","false"
"COMPOSITION","Scalp centered, staff and instruments in foreground/background","1","false"
"COMPOSITION","Scalp centered, staff framing edges","1","false"
"COMPOSITION","Scalp centered, staff hands framing edges","1","false"
"COMPOSITION","Scalp centered, vertical video framing","1","false"
"COMPOSITION","Scalp in lower foreground, clinician's face upper frame","1","false"
"COMPOSITION","Screen centered and fills majority of frame","1","false"
"COMPOSITION","Screen centered within tablet bezel","1","false"
"COMPOSITION","Seated person in lower frame, standing provider filling upper frame","1","false"
"COMPOSITION","Shoulders-up subject offset to the right","1","false"
"COMPOSITION","Shoulders-up subject positioned right of center","1","false"
"COMPOSITION","Side-by-side split layout with labeled captions","1","false"
"COMPOSITION","Sign fills frame; second paper edge at right","1","false"
"COMPOSITION","Skin and mark centered, gloved hand in lower frame","1","false"
"COMPOSITION","Skin fills entire frame, diagonal contrast between redness and normal tone","1","false"
"COMPOSITION","Skin fills frame with device in upper right","1","false"
"COMPOSITION","Skin fills most of frame","1","false"
"COMPOSITION","Staff centered above reclined patient in foreground","1","false"
"COMPOSITION","Staff member centered above reclined patient","1","false"
"COMPOSITION","Staff member in foreground upper-left, patient reclined lower-right","1","false"
"COMPOSITION","Staff member positioned upper-left, patient lower-right","1","false"
"COMPOSITION","Staff positioned upper-left, patient reclined lower-right","1","false"
"COMPOSITION","Standing figure positioned above seated figure, off-center","1","false"
"COMPOSITION","Subject and device centered in frame","1","false"
"COMPOSITION","Subject and device centered, side profile view","1","false"
"COMPOSITION","Subject and device fill frame, device dominates upper half","1","false"
"COMPOSITION","Subject and device fill frame, right of center","1","false"
"COMPOSITION","Subject and hands dominate frame center","1","false"
"COMPOSITION","Subject and instrument centered, patient body part fills lower frame","1","false"
"COMPOSITION","Subject and light device dominate frame","1","false"
"COMPOSITION","Subject and practitioner fill frame, close diagonal composition","1","false"
"COMPOSITION","Subject at left with staff filling foreground and upper frame","1","false"
"COMPOSITION","Subject centered against large empty background","1","false"
"COMPOSITION","Subject centered against negative blue space","1","false"
"COMPOSITION","Subject centered against plain backdrop with large negative space above","1","false"
"COMPOSITION","Subject centered against plain backdrop, symmetric framing","1","false"
"COMPOSITION","Subject centered against plain backdrop, vertical portrait-style framing","1","false"
"COMPOSITION","Subject centered against plain uncluttered backdrop","1","false"
"COMPOSITION","Subject centered against uniform background","1","false"
"COMPOSITION","Subject centered and dominant in frame, second figure behind","1","false"
"COMPOSITION","Subject centered and dominating the frame","1","false"
"COMPOSITION","Subject centered and dominating the frame, background visible above shoulders","1","false"
"COMPOSITION","Subject centered and filling frame","1","false"
"COMPOSITION","Subject centered and right-of-frame, head fills middle of image","1","false"
"COMPOSITION","Subject centered beside foreground desk","1","false"
"COMPOSITION","Subject centered diagonally, tool and hand entering from right","1","false"
"COMPOSITION","Subject centered from behind, hands entering frame from top right","1","false"
"COMPOSITION","Subject centered in frame against negative space background","1","false"
"COMPOSITION","Subject centered in frame against plain backdrop","1","false"
"COMPOSITION","Subject centered in frame with head filling the middle","1","false"
"COMPOSITION","Subject centered in frame with head filling the middle of the image","1","false"
"COMPOSITION","Subject centered in frame with large negative space on both sides","1","false"
"COMPOSITION","Subject centered in frame with large uniform background","1","false"
"COMPOSITION","Subject centered in frame, background person off to the right edge","1","false"
"COMPOSITION","Subject centered in frame, close-up portrait composition","1","false"
"COMPOSITION","Subject centered in frame, face filling most of upper portion","1","false"
"COMPOSITION","Subject centered in lower half of frame","1","false"
"COMPOSITION","Subject centered in lower half of frame with negative space above","1","false"
"COMPOSITION","Subject centered in vertical close-up frame","1","false"
"COMPOSITION","Subject centered low in frame with large blue negative space above","1","false"
"COMPOSITION","Subject centered low in frame, practitioner and instrument upper frame","1","false"
"COMPOSITION","Subject centered lower-frame against empty blue backdrop","1","false"
"COMPOSITION","Subject centered lower-frame, large empty blue space above","1","false"
"COMPOSITION","Subject centered lower-middle of frame with large negative space above","1","false"
"COMPOSITION","Subject centered mid-frame, illuminated work area as focal point","1","false"
"COMPOSITION","Subject centered right-of-frame, facing right, head and shoulders framing","1","false"
"COMPOSITION","Subject centered right-of-frame, facing right, profile composition","1","false"
"COMPOSITION","Subject centered slightly below frame center, large negative space above","1","false"
"COMPOSITION","Subject centered slightly lower in frame","1","false"
"COMPOSITION","Subject centered slightly right, facing left within frame","1","false"
"COMPOSITION","Subject centered slightly right, facing right, plain background","1","false"
"COMPOSITION","Subject centered slightly right, head tilted down","1","false"
"COMPOSITION","Subject centered slightly right, seated person in lower-left foreground","1","false"
"COMPOSITION","Subject centered vertically filling most of frame","1","false"
"COMPOSITION","Subject centered vertically in frame","1","false"
"COMPOSITION","Subject centered vertically with device above","1","false"
"COMPOSITION","Subject centered vertically, face fills most of frame","1","false"
"COMPOSITION","Subject centered with background devices out of focus","1","false"
"COMPOSITION","Subject centered with bright light as focal point","1","false"
"COMPOSITION","Subject centered with device above, wall background","1","false"
"COMPOSITION","Subject centered with device and cable prominent","1","false"
"COMPOSITION","Subject centered with equipment in background","1","false"
"COMPOSITION","Subject centered with gloved hands foreground","1","false"
"COMPOSITION","Subject centered with hair filling most of frame","1","false"
"COMPOSITION","Subject centered with hands and instrument in lower-middle frame","1","false"
"COMPOSITION","Subject centered with hands framing the tattoo","1","false"
"COMPOSITION","Subject centered with orange cable arcing across frame","1","false"
"COMPOSITION","Subject centered with practitioner above client","1","false"
"COMPOSITION","Subject centered with wall negative space above","1","false"
"COMPOSITION","Subject centered with worker behind seated client","1","false"
"COMPOSITION","Subject centered-right, facing left, head fills most of frame","1","false"
"COMPOSITION","Subject centered-right, facing left, plain background","1","false"
"COMPOSITION","Subject centered-right, facing left, plain background fills remaining frame","1","false"
"COMPOSITION","Subject centered-right, facing right, plain backdrop fills left side","1","false"
"COMPOSITION","Subject centered, arm and device in foreground","1","false"
"COMPOSITION","Subject centered, back facing camera, hands and marks in frame","1","false"
"COMPOSITION","Subject centered, background figure and equipment off to the side","1","false"
"COMPOSITION","Subject centered, background figure offset","1","false"
"COMPOSITION","Subject centered, chair diagonal across frame","1","false"
"COMPOSITION","Subject centered, clinician's hands and device dominate upper frame","1","false"
"COMPOSITION","Subject centered, clinician's hands and device in foreground","1","false"
"COMPOSITION","Subject centered, close-up facing camera","1","false"
"COMPOSITION","Subject centered, device and hand dominate foreground","1","false"
"COMPOSITION","Subject centered, device and phone in lower frame","1","false"
"COMPOSITION","Subject centered, device dominant in upper frame","1","false"
"COMPOSITION","Subject centered, device dominates upper frame","1","false"
"COMPOSITION","Subject centered, device dominates upper portion of frame","1","false"
"COMPOSITION","Subject centered, device vertically framed above","1","false"
"COMPOSITION","Subject centered, face dominant","1","false"
"COMPOSITION","Subject centered, face filling most of frame","1","false"
"COMPOSITION","Subject centered, face fills frame","1","false"
"COMPOSITION","Subject centered, face fills majority of frame","1","false"
"COMPOSITION","Subject centered, facing camera, plain background","1","false"
"COMPOSITION","Subject centered, facing left in profile against contrasting blue background","1","false"
"COMPOSITION","Subject centered, facing left, head fills frame","1","false"
"COMPOSITION","Subject centered, facing right in profile","1","false"
"COMPOSITION","Subject centered, facing right, filling most of frame","1","false"
"COMPOSITION","Subject centered, facing slightly off-camera","1","false"
"COMPOSITION","Subject centered, hairline and crown dominate the frame","1","false"
"COMPOSITION","Subject centered, hands and equipment framing the shot","1","false"
"COMPOSITION","Subject centered, head and hairline dominate frame","1","false"
"COMPOSITION","Subject centered, head and shoulders fill most of frame","1","false"
"COMPOSITION","Subject centered, head and shoulders framing","1","false"
"COMPOSITION","Subject centered, head dominant in frame","1","false"
"COMPOSITION","Subject centered, head tilted down, facing camera","1","false"
"COMPOSITION","Subject centered, head-and-shoulders framing","1","false"
"COMPOSITION","Subject centered, patient area in lower frame","1","false"
"COMPOSITION","Subject centered, patient partially visible at frame edge","1","false"
"COMPOSITION","Subject centered, symmetrical frontal portrait composition","1","false"
"COMPOSITION","Subject centered, technician and equipment framing sides","1","false"
"COMPOSITION","Subject centered, text overlay at top, cards in front of face","1","false"
"COMPOSITION","Subject centered, tight framing on face and clinician","1","false"
"COMPOSITION","Subject centered, wall dominates upper frame","1","false"
"COMPOSITION","Subject centered/off-center in frame with plain wall backdrop","1","false"
"COMPOSITION","Subject centered/off-center in vertical frame","1","false"
"COMPOSITION","Subject centered/off-center in vertical portrait frame","1","false"
"COMPOSITION","Subject centered/right-of-frame against plain backdrop","1","false"
"COMPOSITION","Subject fills foreground, off-center framing","1","false"
"COMPOSITION","Subject fills frame diagonally against solid color background","1","false"
"COMPOSITION","Subject fills frame, head tilted back","1","false"
"COMPOSITION","Subject fills left/foreground, activity in background right","1","false"
"COMPOSITION","Subject fills most of frame with practitioner's torso and arms dominant","1","false"
"COMPOSITION","Subject fills most of frame, other person's head lower right","1","false"
